"Pais","Fecha","Infectados","Muertos","NI","NM","Letalidad","IDA","MDA","FCI","FCM","Dia"
"Mexico",2021-09-14,3528972,269016,12929,1047,7.6,3516043,267969,1.00367714501785,1.00390716836649,565
"Mexico",2021-09-15,3542189,269913,13217,897,7.6,3528972,269016,1.00374528332897,1.00333437416362,566
"Mexico",2021-09-16,3549229,270348,7040,435,7.6,3542189,269913,1.0019874715889,1.00161163041424,567
"Mexico",2021-09-17,3552983,270538,3754,190,7.6,3549229,270348,1.0010576945021,1.00070279787533,568
"Mexico",2021-09-18,3552983,270538,0,0,7.6,3552983,270538,1,1,569
"Mexico",2021-09-19,3569677,271503,16694,965,7.6,3552983,270538,1.00469858707458,1.00356696656292,570
"Mexico",2021-09-20,3573044,271765,3367,262,7.6,3569677,271503,1.00094322259409,1.00096499854514,571
"Mexico",2021-09-21,3585565,272580,12521,815,7.6,3573044,271765,1.00350429493731,1.00299891450334,572
"Mexico",2021-09-22,3597168,273391,11603,811,7.6,3585565,272580,1.00323603114154,1.00297527331426,573
"Mexico",2021-09-23,3608976,274139,11808,748,7.6,3597168,273391,1.00328258229807,1.00273600813487,574
"Mexico",2021-09-24,3619115,274703,10139,564,7.6,3608976,274139,1.00280938415772,1.00205735046819,575
"Mexico",2021-09-25,3619115,274703,0,0,7.6,3619115,274703,1,1,576
"Mexico",2021-09-26,3632800,275450,13685,747,7.6,3619115,274703,1.0037813111769,1.00271930048088,577
"Mexico",2021-09-27,3635807,275676,3007,226,7.6,3632800,275450,1.00082773618146,1.00082047558541,578
"Mexico",2021-09-28,3645599,276376,9792,700,7.6,3635807,275676,1.00269321226347,1.00253921269897,579
"Mexico",2021-09-29,3655395,276973,9796,597,7.6,3645599,276376,1.00268707556701,1.00216010073234,580
"Mexico",2021-09-30,3664223,277507,8828,534,7.6,3655395,276973,1.0024150604791,1.00192798576034,581
"Mexico",2021-10-01,3671611,277978,7388,471,7.6,3664223,277507,1.00201625283177,1.00169725448367,582
"Mexico",2021-10-02,3678980,278592,7369,614,7.6,3671611,277978,1.00200702089628,1.00220880789127,583
"Mexico",2021-10-03,3678980,278592,0,0,7.6,3678980,278592,1,1,584
"Mexico",2021-10-04,3684242,279106,5262,514,7.6,3678980,278592,1.0014302877428,1.00184499195957,585
"Mexico",2021-10-05,3684242,279106,0,0,7.6,3684242,279106,1,1,586
"Mexico",2021-10-06,3691924,279896,7682,790,7.6,3684242,279106,1.00208509647303,1.00283046584452,587
"Mexico",2021-10-07,3707234,281121,15310,1225,7.6,3691924,279896,1.00414688926424,1.0043766256038,588
"Mexico",2021-10-08,3714392,281610,7158,489,7.6,3707234,281121,1.00193081958139,1.00173946450105,589
"Mexico",2021-10-09,3714392,281610,0,0,7.6,3714392,281610,1,1,590
"Mexico",2021-10-10,3723235,282086,8843,476,7.6,3714392,281610,1.00238073956653,1.00169028088491,591
"Mexico",2021-10-11,3725242,282227,2007,141,7.6,3723235,282086,1.0005390473607,1.00049984756422,592
"Mexico",2021-10-12,3732429,282773,7187,546,7.6,3725242,282227,1.0019292706353,1.00193461291797,593
"Mexico",2021-10-13,3738749,283193,6320,420,7.6,3732429,282773,1.00169326730663,1.00148529032121,594
"Mexico",2021-10-14,3744574,283574,5825,381,7.6,3738749,283193,1.00155800777212,1.00134537223731,595
"Mexico",2021-10-15,3749860,284008,5286,434,7.6,3744574,283574,1.00141164255266,1.00153046471115,596
"Mexico",2021-10-16,3755063,284321,5203,313,7.6,3749860,284008,1.00138751846736,1.0011020816315,597
"Mexico",2021-10-17,3757056,284381,1993,60,7.6,3755063,284321,1.00053075008329,1.00021102908332,598
"Mexico",2021-10-18,3758469,284477,1413,96,7.6,3757056,284381,1.00037609234464,1.00033757529511,599
"Mexico",2021-10-19,3762689,284925,4220,448,7.6,3758469,284477,1.00112279760722,1.00157481975696,600
"Mexico",2021-10-20,3767758,285347,5069,422,7.6,3762689,284925,1.00134717485288,1.00148109151531,601
"Mexico",2021-10-21,3772556,285669,4798,322,7.6,3767758,285347,1.00127343635127,1.00112845062328,602
"Mexico",2021-10-22,3777209,285953,4653,284,7.6,3772556,285669,1.00123338129374,1.00099415757398,603
"Mexico",2021-10-23,3781661,286259,4452,306,7.6,3777209,285953,1.0011786480441,1.0010701059265,604
"Mexico",2021-10-24,3781661,286259,0,0,7.6,3781661,286259,1,1,605
"Mexico",2021-10-25,3784448,286496,2787,237,7.6,3781661,286259,1.00073697774602,1.00082792156753,606
"Mexico",2021-10-26,3784448,286496,0,0,7.6,3784448,286496,1,1,607
"Mexico",2021-10-27,3788986,286888,4538,392,7.6,3784448,286496,1.00119911807482,1.00136825645035,608
"Mexico",2021-10-28,3798286,287631,9300,743,7.6,3788986,286888,1.00245448254493,1.00258986085162,609
"Mexico",2021-10-29,3802287,287951,4001,320,7.6,3798286,287631,1.00105336986209,1.00111253654856,610
"Mexico",2021-10-30,3805765,288276,3478,325,7.6,3802287,287951,1.00091471264531,1.0011286642519,611
"Mexico",2021-10-31,3807211,288365,1446,89,7.6,3805765,288276,1.00037994989181,1.0003087319097,612
"Mexico",2021-11-01,3807211,288365,0,0,7.6,3807211,288365,1,1,613
"Mexico",2021-11-02,3808205,288464,994,99,7.6,3807211,288365,1.00026108350706,1.00034331489605,614
"Mexico",2021-11-03,3811793,288733,3588,269,7.6,3808205,288464,1.00094217616961,1.00093252537578,615
"Mexico",2021-11-04,3814453,288887,2660,154,7.6,3811793,288733,1.00069783432626,1.00053336473489,616
"Mexico",2021-11-05,3818216,289131,3763,244,7.6,3814453,288887,1.00098651104103,1.00084462090714,617
"Mexico",2021-11-06,3825404,289674,7188,543,7.6,3818216,289131,1.00188255457523,1.00187804144142,618
"Mexico",2021-11-07,3826786,289734,1382,60,7.6,3825404,289674,1.00036126903198,1.00020712939373,619
"Mexico",2021-11-08,3826786,289734,0,0,7.6,3826786,289734,1,1,620
"Mexico",2021-11-09,3831259,290110,4473,376,7.6,3826786,289734,1.00116886598833,1.00129774206686,621
"Mexico",2021-11-10,3831259,290110,0,0,7.6,3831259,290110,1,1,622
"Mexico",2021-11-11,3838308,290630,7049,520,7.6,3831259,290110,1.00183986517226,1.00179242356348,623
"Mexico",2021-11-12,3838308,290630,0,0,7.6,3838308,290630,1,1,624
"Mexico",2021-11-13,3841661,290872,3353,242,7.6,3838308,290630,1.00087356199659,1.00083267384647,625
"Mexico",2021-11-14,3844791,291089,3130,217,7.6,3841661,290872,1.0008147517441,1.00074603261916,626
"Mexico",2021-11-15,3845733,291147,942,58,7.6,3844791,291089,1.00024500681572,1.00019925177523,627
"Mexico",2021-11-16,3846508,291204,775,57,7.6,3845733,291147,1.00020152205054,1.0001957773908,628
"Mexico",2021-11-17,3851079,291573,4571,369,7.6,3846508,291204,1.00118835057668,1.00126715292372,629
"Mexico",2021-11-18,3854994,291929,3915,356,7.6,3851079,291573,1.00101659820533,1.00122096353229,630
"Mexico",2021-11-19,3854994,291929,0,0,7.6,3854994,291929,1,1,631
"Mexico",2021-11-20,3858831,292145,3837,216,7.6,3854994,291929,1.00099533228845,1.00073990593603,632
"Mexico",2021-11-21,3862137,292372,3306,227,7.6,3858831,292145,1.00085673614626,1.00077701141556,633
"Mexico",2021-11-22,3864278,292524,2141,152,7.6,3862137,292372,1.00055435630585,1.00051988562516,634
"Mexico",2021-11-23,3864278,292524,0,0,7.6,3864278,292524,1,1,635
"Mexico",2021-11-24,3867976,292850,3698,326,7.6,3864278,292524,1.00095697048711,1.00111443847342,636
"Mexico",2021-11-25,3876391,293449,8415,599,7.6,3867976,292850,1.00217555641503,1.00204541574185,637
"Mexico",2021-11-26,3879836,293614,3445,165,7.6,3876391,293449,1.00088871323868,1.00056227828345,638
"Mexico",2021-11-27,3879836,293614,0,0,7.6,3879836,293614,1,1,639
"Mexico",2021-11-28,3882792,293859,2956,245,7.6,3879836,293614,1.00076188787361,1.00083442887601,640
"Mexico",2021-11-29,3884566,293950,1774,91,7.6,3882792,293859,1.00045688772409,1.00030967232584,641
"Mexico",2021-11-30,3884566,293950,0,0,7.6,3884566,293950,1,1,642
"Mexico",2021-12-01,3891218,294428,6652,478,7.6,3884566,293950,1.00171241780935,1.00162612689233,643
"Mexico",2021-12-02,3891218,294428,0,0,7.6,3891218,294428,1,1,644
"Mexico",2021-12-03,3897452,294904,6234,476,7.6,3891218,294428,1.00160206906938,1.00161669406442,645
"Mexico",2021-12-04,3897452,294904,0,0,7.6,3897452,294904,1,1,646
"Mexico",2021-12-05,3901263,295203,3811,299,7.6,3897452,294904,1.00097781832849,1.00101388926566,647
"Mexico",2021-12-06,3902015,295313,752,110,7.6,3901263,295203,1.00019275808885,1.00037262493945,648
"Mexico",2021-12-07,3902015,295313,0,0,7.6,3902015,295313,1,1,649
"Mexico",2021-12-08,3905319,295602,3304,289,7.6,3902015,295313,1.00084674200381,1.0009786226817,650
"Mexico",2021-12-09,3911714,296188,6395,586,7.6,3905319,295602,1.00163751027765,1.00198239524766,651
"Mexico",2021-12-10,3911714,296188,0,0,7.6,3911714,296188,1,1,652
"Mexico",2021-12-11,3914706,296385,2992,197,7.6,3911714,296188,1.00076488209516,1.00066511810067,653
"Mexico",2021-12-12,3917361,296620,2655,235,7.6,3914706,296385,1.00067821185039,1.00079288762927,654
"Mexico",2021-12-13,3918216,296672,855,52,7.6,3917361,296620,1.0002182591801,1.00017530847549,655
"Mexico",2021-12-14,3918987,296721,771,49,7.6,3918216,296672,1.00019677322537,1.00016516557006,656
"Mexico",2021-12-15,3924638,297188,5651,467,7.6,3918987,296721,1.00144195426012,1.00157386905544,657
"Mexico",2021-12-16,3927265,297356,2627,168,7.6,3924638,297188,1.00066936109776,1.00056529873346,658
"Mexico",2021-12-17,3927265,297356,0,0,7.6,3927265,297356,1,1,659
"Mexico",2021-12-18,3930015,297568,2750,212,7.6,3927265,297356,1.00070023285925,1.00071295013385,660
"Mexico",2021-12-19,3932545,297835,2530,267,7.6,3930015,297568,1.0006437634462,1.00089727390042,661
"Mexico",2021-12-20,3934102,297916,1557,81,7.6,3932545,297835,1.00039592681075,1.00027196266389,662
"Mexico",2021-12-21,3934102,297916,0,0,7.6,3934102,297916,1,1,663
"Mexico",2021-12-22,3937082,298161,2980,245,7.6,3934102,297916,1.00075747908926,1.00082237946267,664
"Mexico",2021-12-23,3940401,298359,3319,198,7.6,3937082,298161,1.00084301012781,1.00066407075372,665
"Mexico",2021-12-24,3947284,298670,6883,311,7.6,3940401,298359,1.00174677653366,1.00104236842193,666
"Mexico",2021-12-25,3950200,298759,2916,89,7.6,3947284,298670,1.0007387357991,1.00029798774567,667
"Mexico",2021-12-26,3950200,298759,0,0,7.6,3950200,298759,1,1,668
"Mexico",2021-12-27,3951003,298777,803,18,7.6,3950200,298759,1.00020328084654,1.00006024923099,669
"Mexico",2021-12-28,3951946,298819,943,42,7.6,3951003,298777,1.00023867357226,1.00014057306955,670
"Mexico",2021-12-29,3956372,298944,4426,125,7.6,3951946,298819,1.00111995457428,1.00041831342719,671
"Mexico",2021-12-30,3961662,299132,5290,188,7.6,3956372,298944,1.0013370835705,1.00062888032541,672
"Mexico",2021-12-31,3979723,299428,18061,296,7.5,3961662,299132,1.00455894521037,1.00098952970595,673
"Mexico",2022-01-01,3988916,299525,9193,97,7.5,3979723,299428,1.00230995976353,1.00032395099991,674
"Mexico",2022-01-02,3990587,299544,1671,19,7.5,3988916,299525,1.00041891080183,1.00006343377014,675
"Mexico",2022-01-03,3993464,299581,2877,37,7.5,3990587,299544,1.00072094656751,1.00012352108538,676
"Mexico",2022-01-04,4008648,299711,15184,130,7.5,3993464,299581,1.00380221281574,1.00043393940203,677
"Mexico",2022-01-05,4029274,299842,20626,131,7.4,4008648,299711,1.00514537569774,1.00043708772784,678
"Mexico",2022-01-06,4055095,299970,25821,128,7.4,4029274,299842,1.00640835048696,1.00042689149619,679
"Mexico",2022-01-07,4083118,300101,28023,131,7.3,4055095,299970,1.00691056559711,1.0004367103377,680
"Mexico",2022-01-08,4113789,300303,30671,202,7.3,4083118,300101,1.00751166143129,1.00067310672074,681
"Mexico",2022-01-09,4125388,300334,11599,31,7.3,4113789,300303,1.00281954178982,1.00010322907197,682
"Mexico",2022-01-10,4125388,300334,0,0,7.3,4125388,300334,1,1,683
"Mexico",2022-01-11,4170066,300574,44678,240,7.2,4125388,300334,1.01083001162557,1.00079911032384,684
"Mexico",2022-01-12,4214253,300764,44187,190,7.1,4170066,300574,1.0105962351675,1.00063212386966,685
"Mexico",2022-01-13,4257776,300912,43523,148,7.1,4214253,300764,1.01032757169539,1.00049208016917,686
"Mexico",2022-01-14,4257776,300912,0,0,7.1,4257776,300912,1,1,687
"Mexico",2022-01-15,4349182,301334,91406,422,6.9,4257776,300912,1.02146801522673,1.00140240336045,688
"Mexico",2022-01-16,4368314,301410,19132,76,6.9,4349182,301334,1.00439898813156,1.00025221183139,689
"Mexico",2022-01-17,4385415,301469,17101,59,6.9,4368314,301410,1.00391478268275,1.00019574665738,690
"Mexico",2022-01-18,4385415,301469,0,0,6.9,4385415,301469,1,1,691
"Mexico",2022-01-19,4495310,302112,109895,643,6.7,4385415,301469,1.02505920192274,1.00213288928547,692
"Mexico",2022-01-20,4495310,302112,0,0,6.7,4495310,302112,1,1,693
"Mexico",2022-01-21,4595589,302721,100279,609,6.6,4495310,302112,1.02230747156481,1.0020158087067,694
"Mexico",2022-01-22,4595589,302721,0,0,6.6,4595589,302721,1,1,695
"Mexico",2022-01-23,4667829,303183,72240,462,6.5,4595589,302721,1.01571942138429,1.00152615774921,696
"Mexico",2022-01-24,4685767,303301,17938,118,6.5,4667829,303183,1.00384289998627,1.00038920388016,697
"Mexico",2022-01-25,4730669,303776,44902,475,6.4,4685767,303301,1.00958263609778,1.00156610100197,698
"Mexico",2022-01-26,4730669,303776,0,0,6.4,4730669,303776,1,1,699
"Mexico",2022-01-27,4779296,304308,48627,532,6.4,4730669,303776,1.0102790958319,1.00175129042452,700
"Mexico",2022-01-28,4873561,305240,94265,932,6.3,4779296,304308,1.01972361619787,1.00306268648869,701
"Mexico",2022-01-29,4916143,305762,42582,522,6.2,4873561,305240,1.00873734831676,1.00171012973398,702
"Mexico",2022-01-30,4930069,305893,13926,131,6.2,4916143,305762,1.00283270848712,1.00042843780457,703
"Mexico",2022-01-31,4942590,306091,12521,198,6.2,4930069,305893,1.0025397210465,1.0006472851618,704
"Mexico",2022-02-01,4985689,306920,43099,829,6.2,4942590,306091,1.00871992214608,1.00270834490397,705
"Mexico",2022-02-02,4985689,306920,0,0,6.2,4985689,306920,1,1,706
"Mexico",2022-02-03,5027870,307493,42181,573,6.1,4985689,306920,1.00846041540096,1.00186693600938,707
"Mexico",2022-02-04,5106048,308829,78178,1336,6,5027870,307493,1.01554893026272,1.0043448143535,708
"Mexico",2022-02-05,5141291,309417,35243,588,6,5106048,308829,1.00690220695144,1.0019039662726,709
"Mexico",2022-02-06,5151525,309546,10234,129,6,5141291,309417,1.0019905506224,1.00041691309786,710
"Mexico",2022-02-07,5160767,309752,9242,206,6,5151525,309546,1.00179403186435,1.00066549075097,711
"Mexico",2022-02-08,5167110,309884,6343,132,6,5160767,309752,1.00122908087112,1.00042614736951,712
"Mexico",2022-02-09,5192008,310627,24898,743,6,5167110,309884,1.00481855427889,1.00239767138671,713
